mean_sum_revision_cue,sem_sum_revision_cue,frac_revision_toward_C_cue,mean_unit_revision_cue,mean_sum_revision_filler,mean_cue_minus_filler,sem_cue_minus_filler,mean_sum_W,mean_sum_W_window,mean_sum_ops2,mean_final_score
17.72771003143862,17.442150242746223,0.375,-0.00078975853185035,9.280031117610633,8.447678913827986,40.012921763104636,2.949536436237395,8.873439818620682,37.70716278068721,2.707782506942749
