mean_score_forced_W,mean_score_forced_C,mean_abs_score_forced_W,mean_abs_score_forced_C,asymmetry_ratio_abs_W_over_C,frac_top1_impulse_forced_W,frac_top1_impulse_forced_C,mean_causal_delta_W_prompt_Cswap,mean_causal_delta_C_prompt_Wswap,mean_abs_causal_delta_W,mean_abs_causal_delta_C
2.707782030105591,-2.6810882091522217,2.707782030105591,2.6810882091522217,1.0099563381996335,1.0,1.0,-4.937479257583618,4.92417049407959,4.937479257583618,4.92417049407959
